id,date,title,content,created_at,provider,footnotes
370,29/07/2026,"MUKTZEH: MIGU D’ISKATZAI,  CONTINUED","We have seen that something that was muktzeh as Shabbos commenced and through nightfall remains muktzeh throughout Shabbos, even if the factor causing it to be muktzeh is removed. If the factor causing the object to become muktzeh was Halachic (and not a physical change), it is no longer considered muktzeh once the factor is removed. Tevel Fruit from Eretz Yisrael that has not been tithed is muktzeh . However, the factor causing fruit to be muktzeh is not physical — it is a Halachic requirement. Although tithing on Shabbos is forbidden, if the fruit was tithed by mistake on Shabbos (the halachah is that it does work), the fruit is no longer muktzeh . 2250 Yom Tov That Falls Out After Shabbos Uncooked, inedible food is muktzeh on Shabbos, as it has no use and may not be prepared on Shabbos. However, on Yom Tov that directly follows Shabbos, that food will no longer be muktzeh , as one may cook on Yom Tov if necessary. This is regardless of the fact that the food was muktzeh from when Yom Tov came in. 2251 This is because the factor that made it muktzeh was a Halachic one — the fact that cooking is prohibited on Shabbos — not a physical one. Chametz When Shabbos Falls Out After Pesach The same concept applies regarding chametz when the day after Pesach is Shabbos: the chametz (such as that which was in a non-Jew’s house) is muktzeh from when Shabbos begins. But once nightfall arrives, such chametz becomes permissible, as the chametz was muktzeh for a Halachic reason, not for a physical reason. (Note: Chametz that was sold will not become permissible until after Shabbos, as it may only be purchased back after Shabbos.) 2252 An Object That Became Muktzeh on Shabbos If something was useful when Shabbos came in and became muktzeh on Shabbos because it became useless, and then somehow became useful again, it is no longer considered muktzeh . 2253 Only objects that were muktzeh when Shabbos came in remain muktzeh . 2254 • Clothes that became drenched (and therefore muktzeh ) on Shabbos, and then dried out, are no longer considered muktzeh .",27/07/2025 10:57,Rabbi Daniele Braude,"2250. Mishnah Berurah  339:25.
2251. Orchos Shabbos  19:376;  Chazon Ish  49:14.
2252. Shemiras Shabbos Kehilchasah  22, footnote 2.
2253. Shulchan Aruch ,  Orach Chaim  310:3.
2254. Mishnah Berurah  310:15."
371,30/07/2026,"MUKTZEH: MIGU D’ISKATZAI,  CONTINUED - FOOD","Food Edible food that is frozen may be muktzeh , such as frozen soup (if one would not eat it in that state), because it has no use on Shabbos. However, if it would become edible if it would be defrosted, one may move it in order to defrost it. 2257 (Note that the frozen raw foods in the freezer are muktzeh and may not be moved at all. Furthermore, a cluttered freezer with muktzeh and non- muktzeh items may also present borer issues.) • One may remove frozen pita from the freezer in order to defrost it and eat it on Shabbos, even though it was not edible when Shabbos came in. Clothes on a Drying Rack Soaked clothes are usually muktzeh . However, if clothes are on a drying rack when Shabbos comes in, and will certainly dry out during Shabbos, the clothes will no longer be muktzeh once they are dry enough to be worn. 2258 (One may not set a noisy weekday machine, such as a dryer, to operate on Shabbos. Also, on Shabbos, one may not hang up wet clothes from a washing machine even if it completed its cycle before Shabbos, as it would appear to an onlooker as if he did laundry on Shabbos, which constitutes the Torah prohi- bition of melaben . 2259 ) Candlesticks An exception to this is candlesticks. Although one knows that candles will eventually go out on Shabbos, the candlesticks remain muktzeh because they were a bassis for the candles when Shabbos began. 2260",27/07/2025 10:57,Rabbi Daniele Braude,"2255. Tosafos ,  Shabbos  43a, “ B’Odan .”
2256. Beitzah  27a.
2257. Orchos Shabbos  19:382.
2258. Shemiras Shabbos Kehilchasah  15:19.
2259. Ibid. 15:11.
2260. Biur Halachah  279:2, “ Afilu .”"
372,31/07/2026,MUKTZEH: MACHMAS MITZVAH,"Any object that is designated for a mitzvahthat is not performed on Shabbos is muktzeh . This category is known as muktzeh machmas mitzvah . The Four Species We do not shake the Four Species on Shabbos. 2261 Therefore, they are muk- tzeh on Shabbos. 2262 There is a dispute regarding an esrog. According to some Poskim , since it is normal to smell an esrog, it has an intrinsic use aside from the mitzvah, and so, it is not muktzeh . 2263 Other Poskim rule that nowadays esrogim are not commonly smelled — on the contrary, people are careful not to handle their esrog except to perform the mitzvah, and so it muktzeh . 2264 NOTE: During Sukkos, one can make a brachah before smelling an esrog, 2265 but he must not smell it while performing the mitzvah. 2266 Some are stringent not to smell it at all during Sukkos. 2267 Shofar We do not blow the shofar on Shabbos. Therefore, it is muktzeh on Shabbos. However, because it is a vessel that is capable of holding something, it is consid- ered a kli shemelachto l’issur , and can be moved in order to use it for a permitted purpose, or to use the space that it occupies. 2268 On Rosh HaShanah (that is not Shabbos), the shofar is not muktzeh at all. However, one may not use it for any purpose other than the mitzvah of blowing. 2269 Megillas Esther Chazal decreed that the Megillah may not be read on Shabbos, even if it is Purim. 2270 Therefore, on Purim that comes out on Shabbos, because Chazal spe- cifically prohibited doing so, the Megillah is muktzeh . (Note that only Shushan Purim can fall out on Shabbos.) However, on every other Shabbos, the Megillah is like any other book of Tanach , and it is not muktzeh . 2271 These halachos apply to a kosher parchment Megillah . A printed copy (with which one may not fulfill the mitzvah) is never muktzeh . When Purim falls out on Motzaei Shabbos, one should preferably bring the Megillah to shul before Shabbos. If he did not, he may only do so on Shabbos (within a valid eiruv ) if he uses it on Shabbos — reading a verse from it at the destination will suffice. This is because one may not prepare on Shabbos for events that will occur after Shabbos. 2272 Matzah on Erev Pesach Although eating matzah on erev Pesach is forbidden, this does not apply to very young children. 2273 Therefore, matzah is not muktzeh on the Shabbos that falls out on erev Pesach (though some Poskim are stringent). 2274 However, matzos that were designated for the Seder night may be muktzeh if one is concerned about damage to them. 2275 An Invalid Sefer Torah A Sefer Torah that is invalid and must be corrected is muktzeh , mainly be- cause it is very valuable, and one would not want it lost or damaged. However, in a case where there is a use for it, such as reading shnayim mikra v’echad targum (see Day__) or to protect it from being damaged, one may move it for that purpose. On Simchas Torah, the custom is to dance even with an invalid Sefer Torah , and so, it is certainly not muktzeh . 2276",27/07/2025 10:57,Rabbi Daniele Braude,"2261. Shulchan Aruch ,  Orach Chaim  658:2.
2262. Rama ,  Orach Chaim  658:2.
2263. Mishnah Berurah  658:5.
2264. Rav Shlomo Zalman Auerbach in  Shemiras Shabbos Kehilchasah  22, footnote 62.
2265. Shaar HaTziyun  658:4.
2266. Mishnah Berurah  653:3.
2267. Biur Halachah  216:14, “ HaMeiriach .”
2268. Mishnah Berurah  588:15.
2269. Shemiras Shabbos Kehilchasah  22:32.
2270. Megillah  2b;  Shulchan Aruch ,  Orach Chaim  688:6.
2271. Shaarei Teshuvah  693:1; see also  Mishnah Berurah  688:18.
2272. Shemiras Shabbos Kehilchasah  28:83.
2273. Rama ,  Orach Chaim  471:2.
2274. Pri Megadim ,  Orach Chaim ,  Eishel Avraham  444:101.
2275. Shemiras Shabbos Kehilchasah  20:22.
2276. Ibid. 20, footnote 78; see also  Orchos Shabbos  19:108."
373,01/08/2026,MUKTZEH: OWNED BY A NON-JEW - FOOD,"Food of a Non-Jew Any food that a Jew may not get any benefit from is muktzeh , even if it be- longs to a non-Jew. 2279 • A Jew may not eat or benefit from chametz on Pesach. One may not sell it or give it to his workers. Therefore, the chametz that belongs to a non-Jew is also muktzeh . If chametz falls into one’s property on Yom Tov, he may not move it (even with a shinui ), as he may come to eat it. Additionally, he must cover it with a vessel. 2280 However, food that a Jew is allowed to benefit from is not muktzeh , even if he is not allowed to eat it. Therefore, it may be moved if necessary. 2281 • Non-kosher meat may not be eaten by a Jew, but he is allowed to benefit from it. It is not muktzeh (if it is cooked), but one may only move it for a purpose, such as to feed a dog. A Non-Jew Rendering Something Muktzeh If a non-Jew sets aside a useful item so that it will not be used, that item still does not become muktzeh . 2282 Furthermore, even if a non-Jew regards an item as being valuable (in a way that it would have been considered muktzeh machmas chisaron kis by a Jew), the item is still not rendered muktzeh . Similarly, a non-Jew cannot render a supporting object a bassis unless he put the muktzeh item on it for the Jew and with his consent. 2283 • When a Jew puts merchandise in his warehouse before Shabbos, it is usually rendered muktzeh . However, if a non-Jew did the same thing for himself, it is not rendered muktzeh , as there is no Halachic concept of a non-Jew setting something aside for Shabbos. 2284 • If a non-Jew leaves an expensive drill on a table, the table is not consid- ered a bassis . Once the drill has somehow been removed from the table, one can move the table. However, if he placed the drill there for the Jew and with the Jew’s consent, the table is rendered a bassis . 2285",27/07/2025 10:57,Rabbi Daniele Braude,"2277. Mishnah Berurah  310:12.
2278. Shemiras Shabbos Kehilchasah  22:54.
2279. Kitzur Shulchan Aruch  88:3.
2280. Rama ,  Orach Chaim  646:3. See  Mishnah Berurah  612:32 regarding why moving food on  Yom Kippur is different.
2281. Shemiras Shabbos Kehilchasah  22:59.
2282. Rama ,  Orach Chaim  310:2.
2283. Shemiras Shabbos Kehilchasah  22:57.
2284. Ibid. 22:58.
2285. Ibid. 22:57."
374,02/08/2026,MUKTZEH: IN ERROR,"There are two types of errors that impact an object’s muktzeh status. An Error in the Facts If one thought that something was unusable, and thus put it out of his mind (which generally causes and object to become muktzeh ), and then, on Shabbos realized that it was, in fact, usable, it is not muktzeh . 2286 • A person thought that a fruit was rotten. In his mind, he set it aside be- fore Shabbos, rendering it muktzeh . On Shabbos, he noticed that some of the fruit was in fact perfectly edible. He may eat or move the fruit, as it is not considered muktzeh . • A person assumed that laundry on the drying rack was still wet, and had no chance of drying over Shabbos. On Shabbos, he noticed that they had, in fact, never been wet to start with. He may move or wear them. An Error in the Halachah If a person mistakenly assumed that the Halachic status of an item was muk- tzeh , and so, put it out of his mind, but on Shabbos he discovered that it actually was not muktzeh , it is not considered muktzeh , even though he had set it aside from use before Shabbos. 2287 • Before, Shabbos, a person assumed that an empty Coke bottle is muk- tzeh , and set it aside. On Shabbos, he read that an empty Coke bottle is actually not muktzeh . He may move the bottle.",27/07/2025 10:57,Rabbi Daniele Braude,"2286. Mishnah Berurah  310:17.
2287. Shemiras Shabbos Kehilchasah  22:22."
375,03/08/2026,MUKTZEH: FIRE,"We will discuss a few practical points regarding fire and how it relates to the halachos of muktzeh . All the halachos below apply to a situation where there is no danger to life — where there is a danger to a Jewish life, one can and must do whatever is possible to save it. Fire Anything that is alight is considered muktzeh . 2288 Anything upon which a flame rests, including the candlestick, oil, and wick, becomes a bassis to the muktzeh flame, and is also muktzeh . 2289 However, on Yom Tov, when it is permitted to use and transfer a flame in order to cook, a flame is not muktzeh . 2290 Heating Elements, Coils, and Filaments When we discussed the melachah of maavir (lighting a fire) (see Days___—274), we saw that causing something to become red-hot is included in the prohibition, and such heat is Halachically considered a flame. There is a discussion among the Poskim whether red-hot filaments or coils are considered fire with regards to muktzeh . It is advisable to avoid moving such items at all on Shabbos. 2291 Incandescent Bulbs The old battery-operated flashlights (with an incandescent bulb) have red-hot filaments. Such a flashlight is therefore considered a kli shemelachto l’issur , and may be moved to use for a permitted purpose or for the space that it occupies only. Emergency Lights Emergency fluorescent lights that are plugged into the wall and turn on automatically when the power is off fall under the category of kli shemelachto l’issur , and may only be moved in order to use them or for the space they occupy. One must not disconnect them from the wall unless the power is off. 2292",27/07/2025 10:57,Rabbi Daniele Braude,"2288. Mishnah Berurah  279:1.
2289. Shabbos  47a.
2290. Mishnah Berurah  514:16.
2291. For a detailed discussion, see  Orchos Shabbos  19, footnote 243.
2292. Shemiras Shabbos Kehilchasah  13:33. Note that some  Poskim  hold that once something is  connected to the wall, removing it is considered  soser ."
376,04/08/2026,MUKTZEH: ELECTRIC APPLIANCES,"As we mentioned, causing something to become red-hot is included in the melachah of maavir (lighting a fire), even if there is no flame. There is a discussion among the Poskim whether they are muktzeh , and it is thus advisable not to move them on Shabbos. Here are more practical applications of this. Electric Appliances • A hot plate that has red-hot elements inside is considered muktzeh and should not be moved. One may move it abnormally. However, the door of an oven is not muktzeh . 2293 • An oil heater that houses burning oil and hot elements inside is muk- tzeh , and one may only move it abnormally. If the elements inside are not red-hot, it is a kli shemelachto l’issur . One can only move it to use it or for the space it occupies. Therefore, one can draw the heater closer to him if he is cold, or away from him if he is hot, and if it is in the way, one can move it. 2294 • There is a dispute among the Poskim regarding whether an urn’s heating elements cause the urn to be a bassis . 2295 On one hand, there are red-hot elements inside. On the other hand, the water is equally important, and also, the urn is a usable vessel in its own right. It is praiseworthy to be stringent and regard the urn as a kli shemelachto l’issur , and thus only move it to use it or for the space it occupies. The faucet of the urn is not muktzeh . 2296 Note that any smart urns that have computer chips measuring the temperature and water level may not be used on Shabbos, as any use of the urn results in a change on the display screen. • An electric blanket may be used on Shabbos. The elements inside do not become red-hot. The blanket is usable and significant in its own right, and the principle of bassis does not apply. 2297 Obviously, it must be turned on or put on a timer before Shabbos, and one must be certain not to touch the controls. Whenever one moves electric items, he must be careful not to unplug them from the socket. It is worth mentioning that since some Poskim are stringent and rule that any item that contains fire is muktzeh — whether a flame or red-hot elements — it is best to avoid moving this type of item.",27/07/2025 10:57,Rabbi Daniele Braude,"2293. Shemiras Shabbos Kehilchasah  13:40 and 20:79.
2294. Ibid. 13:40.
2295. See Ibid. 1, footnote 219 and  Orchos Shabbos  19:183.
2296. Shemiras Shabbos Kehilchasah  1, footnote 219; see also  Orchos Shabbos  19:183.
2297. Shemiras Shabbos Kehilchasah  13:55; see also  Orchos Shabbos  19, footnote 17."
377,05/08/2026,MUKTZEH: PREVENTING A LOSS,"Generally, one may not transgress a prohibition even if it will cause a mone- tary loss. This is true with regard to muktzeh as well. 2298 However, Chazal waived Rabbinic prohibitions in a case of a monetary loss when the situation is accom- panied by other factors. Note that these halachos can be quite detailed, and one should consult a Rav in any case where they may be applicable. Moving Muktzeh with a Shinui As we have discussed, one may always move a muktzeh item abnormally____ (see Day___ for parameters and details). This is one way that a person can save a muktzeh item to avoid a potential loss. • If one left the car door open and there are valuable items inside, he may close the door using his chin — but only if there will be no electric effects such as lights turning off or electric locks becoming activated. One must also be careful of maris ayin , ensuring that an onlooker will not think that he is doing a prohibited act. Thus, one must only close the door provided that no one who does not understand the halachah is looking. 2300 • If one finds a wallet, he can kick it to a place of safety (if there is a valid eiruv ), as kicking a wallet is an abnormal way to move it. 2301 Asking a Non-Jew to Move Muktzeh Valuable Muktzeh Items One may tell a non-Jew to move a very valuable muktzeh item for the fol- lowing reasons: in order to save it from being ruined, for a mitzvah, or if it is causing distress. 2302 One may not ask a non-Jew to move a muktzeh item for no reason or if it is not valuable. • If one forgot his smartphone on the patio table before Shabbos, and it begins to rain, he can ask a non-Jew to bring it to safety. Cheap Muktzeh Items Regarding a muktzeh item that is not valuable, one may only ask a non-Jew to move it in order to use the place that it occupies or to use the item for a permitted purpose (regardless of which category of muktzeh it is). 2303 • If one needs a table that has a stone on it, he may ask a non-Jew to move it. • One may ask a non-Jew to move a hot plate closer to a table, if necessary. However, he may not ask him to adjust the controls. For a Mitzvah One may ask a non-Jew to move a muktzeh item for the purpose of a mitzvah. 2304 • One may ask a non-Jew to move a grill in order to make room for visi- tors who need a place to sleep or eat, which constitutes the mitzvah of chessed (lovingkindness).",27/07/2025 10:57,Rabbi Daniele Braude,"2298. Shulchan Aruch ,  Orach Chaim  308:3.
2299. Mishnah Berurah  276:31; ibid. 311:30.
2300. Rav Shlomo Zalman Auerbach, as quoted in  Tiltulei Shabbos , p. 11. SeeRav Moshe Feinstein  in  Igros Moshe ,  Orach Chaim  5:21:11 regarding  maris ayin .
2301. Shemiras Shabbos Kehilchasah  22:36.
2302. Shulchan Aruch ,  Orach Chaim  307:5.
2303. Mishnah Berurah  279:14;  Shemiras Shabbos Kehilchasah  22:44.
2304. Shulchan Aruch ,  Orach Chaim  307:5."
378,06/08/2026,MUKTZEH: FINDING MUKTZEH,"We have seen that one may save any muktzeh item by moving it with a shinui (abnormally). We also mentioned that one may even ask a non-Jew to move it if it is very valuable. It is important to note that this only applies within a valid eiruv or in an area that will not involve the Torah melachah of hotzaah (carrying), such as an extremely public space (see Day___ for details). Note that it is an obligation to check one’s pockets for muktzeh items before Shabbos arrives. 2305 Finding Muktzeh in One’s Pockets Sometimes a person discovers on Shabbos that he has left a muktzeh item in his Shabbos clothes by mistake. (The garment is not considered a bassis , as the muktzeh item was left there unintentionally.) In such a case, one should try to shake out the item from the garment and leave it wherever it falls. 2306 However, if the muktzeh item will break by being shaken out, or it will constitute a hazard in that place or risk being stolen, or it is embarrassing to empty out the pocket there, one can continue wearing the garment until he arrives at a place where it can be dropped. 2307 • If a person discovers an MP3 player in his pocket while walking outside on Shabbos, he should shake it out before continuing, if possible. If it will break or can be stolen, he can continue wearing the coat until he finds a suitable place to drop it. (See Day___ for the halachah regarding if one is in a reshus harabim or karmelis without an eiruv .) Finding Muktzeh Outside If a person finds a muktzeh object that does not belong to him, he may not pick it up. 2308 As always, he can move it abnormally. Alternatively, he can cover it with a non- muktzeh item and claim it after Shabbos. If it is valuable, he can ask a non-Jew to pick it up and keep it for him. 2309 Note that according to most Poskim , the prohibition of muktzeh overrides the mitzvah to return a lost item, and therefore, one cannot actively return a muktzeh item belonging to someone he knows. 2310 • If one finds a stack of bills outside and he is worried that kicking it will ruin it, he can ask a non-Jew to pick it up and keep it for him. He can also cover it with something opaque, in the hope that it will still be there after Shabbos. • If a person finds his friend’s checkbook or credit card on the ground, he may move it abnormally. Alternatively, because it is valuable, he can ask a non-Jew to move it for him.",27/07/2025 10:57,Rabbi Daniele Braude,"2305. Shulchan Aruch ,  Orach Chaim  252:6.
2306. Mishnah Berurah  310:29.
2307. Shemiras Shabbos Kehilchasah  20:75.
2308. Shulchan Aruch ,  Orach Chaim  266:13.
2309. Mishnah Berurah  266:38.
2310. See  Biur Halachah  266:13, “ Assur Litlo .” See also  Minchas Yitzchak  5:42:12 and  Chasam  Sofer, Orach Chaim  82."
379,07/08/2026,MUKTZEH: CHILDREN,"Educating Children We will now discuss the prohibition of muktzeh as it relates to children. Children fall into two categories. Older Children A child who understands the concepts of Shabbos and muktzeh is bound by the prohibition of muktzeh . (This is generally around the age of five or six.) At that point, a parent is obligated to teach their child not to play with games, toys, or any other objects that are muktzeh . Younger Children A child below the age of understanding may play with all types of toys. Nevertheless, an adult may not hand a muktzeh object to a child. 2311 Still, for the sake of the sanctity of Shabbos, it is advisable not to leave any muktzeh toys available to play with on Shabbos, even for those children that are not yet old enough to keep the halachos of muktzeh . Toys and Muktzeh All categories of muktzeh apply to toys, just like they apply to anything else. Therefore, a toy without any intrinsic use (such as a random stone brought home by a child on Shabbos) is muktzeh machmas gufo and may not be moved, unless it was designated before Shabbos by an adult (a child has no power to designate an object____ ). An electronic toy is usually a kli shemelachto l’issur . However, one may not move it if doing so will cause melachah , such as the toy lighting up. If it is off and it was designated for Shabbos use (such as in the case of an old, retired cell phone with no charger), one can move it to use it for a permitted purpose, or to use the space that it is occupying. 2313 Moreover, we will discuss that there is a Rabbinic prohibition to generate noise on Shabbos (see Day___). Therefore, any toy that generates noise (even mechanically, such as a rattle) is also usually a kli shemelachto l’issur even if mov- ing it will not produce lights, sparks, or electric sounds. Some Poskim rule that if a child is crying or extremely anxious, one may give them a toy even if it generates a noise, as long as that noise is not due to an electric current. 2314 • One may not blow a whistle on Shabbos, but one may move it in order to sit in the place that it currently occupies. • One can theoretically place a baby doll that flashes lights in front of a three-year-old to play with, as that is its normal usage, 2315 provided that doing so will not cause the lights or noise to play. In practice, it is best to have special Shabbos toys for the child to play with instead. • If a bicycle is in the way, one may move it. 2316 • A pebble that a six-year-old uses as a toy is muktzeh , and may not be moved by an adult. However, if he found it before Shabbos and an adult designated it as a fitting toy for him or it was used as such, it is no longer muktzeh . Chisaron Kis In rare cases, a toy is both very valuable and has a designated place, and is therefore muktzeh machmas chisaron kis . • An expensive tablet that was given to a child is muktzeh . • An expensive new keyboard that was given to a child is muktzeh .",27/07/2025 10:57,Rabbi Daniele Braude,"2311. Mishnah Berurah  343:4.
2312. Shemiras Shabbos Kehilchasah  20, footnote 177.
2313. Ibid. 16:14.
2314. Ibid. 16:11.
2315. Ibid. 20, footnote 29.
2316. Note that the prohibition of riding a bicycle is not explicit, and therefore, it is certainly not  more stringent than a  kli shemelachto l’issur ."
380,08/08/2026,MUKTZEH: A CHILD  HOLDING MUKTZEH;   ITEMS THAT ARE NOT MUKTZEH;   TOUCHING MUKTZEH,"A Child Holding Muktzeh One may not pick up a child that is holding muktzeh . The child must first drop the item. However, if the child will get frantic if he is not picked up, one may pick him up even if he is holding an object that is any of most types of muktzeh (with the exception of chisaron kis , as we will discuss). 2317 Note that this leniency does not apply if the child will merely start to cry — one may only pick up the child if he will get anxious or borderline hysterical. If the child is holding a valuable item ( chisaron kis ), one may not pick him up even if he is getting frantic. One is not even allowed to hold the child’s hand. This is because Chazal were concerned that the adult would pick up the item if it fell. 2318 Note that the child discussed here is up to the age of six or seven. 2319 It is forbidden to pick up an older child that is holding muktzeh . • If a two-year-old is frantically scared because of a spider, but he currently has a stone or candle in his hand, one may pick him up. However, if the child is relatively calm, or if he is holding a wallet full of money, one may not pick him up. Moving an Item That Is Not Muktzeh One is always permitted to move Torah books and regular household objects such as cups, spoons, clothing, and jewelry, even if there is no purpose for doing so. 2320 However, one may not move things that are not regular household items, even if they are not muktzeh . That said, any use is sufficient — to play with it, to mindlessly fiddle with it, for the space that it occupies, to use it (even in an unusual manner), or to save it from loss. 2321 Touching Muktzeh One is allowed to touch and sit on a muktzeh object, provided that doing so will not move it. Similarly, one may place something on a muktzeh object. If leaning on the car will not move it or part of it, it is permitted. 2322 Bear in mind that one may not lean on or get direct usage out of a tree (see Day___). ",27/07/2025 10:57,Rabbi Daniele Braude,"2317. Shulchan Aruch ,  Orach Chaim  309:1.
2318. Shemiras Shabbos Kehilchasah  22:43.
2319. Rav Nissim Karelitz   in  Chut Shani  3:71:1.
2320. Mishnah Berurah  308:23. Note that some are strict even regarding these items, as the Mish- nah  Berurah  points out there.
2321. Shulchan Aruch ,  Orach Chaim  308:4.
2322. Mishnah Berurah  308:82. Note that if it is considered a  kli shemelachto l’issur , sitting on it  even though it will move is permitted."
381,09/08/2026,AMIRAH L’NOCHRI  (BENEFITING FROM OR ASKING A NON-JEW TO DO MELACHAH),"Introduction Amirah l’nochri (sometimes referred to as amirah l’akum ) is the Rabbinic prohibition to benefit from the melachah of a non-Jew, and to tell a non-Jew to do a melachah . All acts that are prohibited on Shabbos are included in the prohi- bition, except in circumstances that Chazal exempted, as we will discuss in detail. Reasons for the Prohibition There are several possible reasons why Chazal deemed it necessary to enact this prohibition: 1. The Rambam writes that Chazal were concerned that Shabbos obser- vance would become slack if Jews were permitted to instruct non-Jews to work for them, and that Jews themselves would end up transgressing Shabbos. 2323_. Rashi writes that the non-Jews would appear like agents of the Jews when transgressing Shabbos, and also that instructing a non-Jew to do melachah is included in the prohibition of daber davar (speaking about forbidden melachah ) — see Day___. 2324 However, as we have mentioned before, Chazal ’s wisdom is beyond our understanding, and their decrees are binding even if we do not know the precise reason for them, and even if the reason they applied to the decree is not relevant. When It Applies Amirah l’nochri applies on Shabbos, Yom Tov, and even Chol HaMoed — that is, one is forbidden to instruct to a non-Jew to do any melachah that a Jew is forbidden to do on Chol HaMoed. (We will elaborate on this at a later point.) It is worth noting that the prohibition against telling a non-Jew to do some- thing that is prohibited for a Jew applies to all prohibitions, not just those that apply to Shabbos. For example, one may not tell a non-Jew to muzzle an animal while it is plowing or threshing. 2325 Potential Loss As with other prohibitions, one must be steadfast in his faith in Hashem, and be prepared to lose all of his possessions in order to avoid a prohibition. This also applies to Rabbinic prohibitions. That said, Chazal waived the prohibition in certain cases of potential loss (see Day___ for details). • One may not instruct a non-Jew to open his store on Shabbos, even though keeping the store closed will cause a great loss.",27/07/2025 10:57,Rabbi Daniele Braude,"2323. Rambam,  Hilchos Shabbos  6:1.
2324. Rashi ,  Shabbos  153a, “ M’ei .”
2325. Bava Metzia  90a."
382,10/08/2026,AMIRAH L’NOCHRI: INSTRUCTING AND BENEFITING,"The two aspects of amirah l’nochri are the prohibition to instruct a non-Jew to do something that is prohibited on Shabbos, and the prohibition to benefit from such an action. Instructing a Non-Jew to Do a Melachah One may not tell a non-Jew to do any Torah or Rabbinic prohibition that applies to Shabbos, Yom Tov, or Chol HaMoed, respectively. 2326 • One may not instruct a non-Jew to cook on Shabbos. • One may not instruct a non-Jew to build a house on Yom Tov. • One may not instruct a non-Jew to write a letter on Chol HaMoed when it would be forbidden for a Jew to do so. It is worth noting that certain leniencies exist regarding doing melachah on Chol HaMoed. It is not relevant whether the non-Jew was instructed before Shabbos or on Shabbos — both are prohibited. 2327 We will discuss limited cases in which one may hint to a non-Jew to do certain melachos . BENEFITING FROM A MELACHAH If one did tell a non-Jew to do a melachah (even in error), and he did it, the Jew may not benefit from it. 2328 In addition, even after Shabbos has departed, one must wait for the amount of time that it would have taken to perform that melachah before benefiting from it. If it would be impossible to do the melachah after Shabbos, one may never benefit from the act. • If one (mistakenly or not) instructed a non-Jew to boil up hot water, he may not use that hot water on Shabbos. He may only use that hot water after the time that it would take to boil after Shabbos. • If one (mistakenly or not) instructed a non-Jew to take a picture on Shabbos, he may never benefit from the picture, as it is impossible for a Shabbos picture to be taken after Shabbos. 2329 The Reason for the Penalty of Waiting Until After Shabbos The penalty of waiting for the amount of time that it would take to accom- plish the melachah after Shabbos has ended was enacted for two reasons. First, Chazal wished to ensure that one would not benefit in any way from melachah that was done for him on Shabbos. Second, Chazal were concerned that one would come to ask a non-Jew on Shabbos to do melachah for after Shabbos. 2330",27/07/2025 10:57,Rabbi Daniele Braude,"2326. Mishnah Berurah  243:5.
2327. Shulchan Aruch ,  Orach Chaim  307:2.
2328. Mishnah Berurah  276:13.
2329. Rav Yosef Shalom Elyashiv in  Orchos Shabbos  23:37.
2330. Mishnah Berurah  325:28."
383,11/08/2026,AMIRAH L’NOCHRI: BENEFITING,"We have learned that one may not benefit from a non-Jew’s forbidden act, even if he did not instruct the non-Jew to do it — as long as it was done for the benefit of the Jew, it is forbidden. NOT CONSIDERED BENEFIT There is, however, a distinction between benefits that are creative and pro- ductive and that introduce active positive benefits, and benefits that are much more minor and passive, such as the removal of something, or merely adding to an existing situation. Some leniencies apply to such minor benefits, although one still may not ask a non-Jew to do the melachah . 2331 It is important to note that the distinction between benefits that are due to an active, created benefit versus those that are from a removal of something only applies in cases where a non-Jew has already done the melachah , post facto . But one may not ask a non-Jew to do so. • One is not allowed to ask a non-Jew to turn off the lights so that he may sleep. If one did, thereby transgressing the prohibition of amirah l’nochri , and the non-Jew did so, he need not leave the room. This is because the removal of light is not considered a Halachic benefit that created or produced darkness, but rather the removal of light. However, if one asked the non-Jew to turn on the light, he may not use the room where the light is since that is a creative and active benefit. 2332 • If the non-Jew turned off a light without being asked — even if it was for the benefit of the Jew — one need not leave the room. ADDITIONAL BENEFIT Similarly, if the benefit was already present in some lesser fashion, and the act performed by the non-Jew simply added to it, this is also not Halachically considered benefiting. However, benefiting from an act that changes the situa- tion and allows a benefit that was not available before the act was done is pro- hibited. Again, this does not permit one to ask a non-Jew to perform an act that one would be permitted to benefit from — one may only benefit post-facto . 2333 Furthermore, if the original situation is removed and now all that is left is the result of the act of the non-Jew, one cannot get a direct and specific benefit from it — but one need only leave the room if he instructed the non-Jew, but not if the non-Jew did so of his own voilition. • If one was eating in a dimly lit room, he may not ask a non-Jew to turn on more lights. If he did, thereby transgressing the prohibition of amirah l’nochri , and the non-Jew did so, or if the non-Jew did so on his own volition, he need not leave the room. He may not start reading a book that could not have been read by dim lighting, as that is a new benefit that emerged from the additional light. However, if the original lights go off and the only one that remains is the additional light that was turned on by the non-Jew, he may no longer get a direct specific benefit from it, but he need not leave the room unless the non-Jew only did so because he was instructed to.",27/07/2025 10:57,Rabbi Daniele Braude,"2331. Shemiras Shabbos Kehilchasah  30:69; see  Tosafos ,  Shabbos  122a, “ V’Im .”
2332. Shemiras Shabbos   Kehilchasah  30:45.
2333. Ibid. 30:71."
